Sa,Sd,Sc
0.810105649,0.900058692,0.788605589
0.669566328,0.818270327,0.638723424
0.562482934,0.749988623,0.572468404
0.81275898,0.901531464,0.801336101
0.466975194,0.683355833,0.476883095
0.544210456,0.737706213,0.542271787
0.824101965,0.90780062,0.836678511
0.812628986,0.901459364,0.815644959
0.738338048,0.859265994,0.750369556
0.798515028,0.893596681,0.771861617
0.82435559,0.907940301,0.823392969
0.697707861,0.835289089,0.6985608
0.484381247,0.695975034,0.47703754
0.812708396,0.901503409,0.81619659
0.743264203,0.862127718,0.797459712
0.685871928,0.828173852,0.672599275
0.537652714,0.733248057,0.532715801
0.645788592,0.803609726,0.637302372
0.76510176,0.874700955,0.720127251
0.806811799,0.898227031,0.762542229
0.884778531,0.940626669,0.880602803
0.5689098,0.754261095,0.597634085
0.716959908,0.846734851,0.69610596
0.838539912,0.915718249,0.85025791
0.588313964,0.767016274,0.576304199
0.782422204,0.884546326,0.766722019
0.824472671,0.908004775,0.816558833
0.682755003,0.826289903,0.732265445
0.734387225,0.856963958,0.725212765
0.6687211,0.817753692,0.664628965
0.823716519,0.907588298,0.836986569
0.668884709,0.817853721,0.697362257
0.64434965,0.802713928,0.611985749
0.76417149,0.874169028,0.766202475
0.642158923,0.801348191,0.622006522
0.703011691,0.838457924,0.701987933
0.745574826,0.863466749,0.755454717
0.64884627,0.805509944,0.650824135
0.660135847,0.812487444,0.641939096
0.666601799,0.816456857,0.686381275
0.865411617,0.930275022,0.843279941
0.773966736,0.879753793,0.746649223
0.790378559,0.889032372,0.771719727
0.666797192,0.816576507,0.660162388
0.682893673,0.826373809,0.645797032
0.687911757,0.829404459,0.704054793
0.778849661,0.882524595,0.78612103
0.493365847,0.702400062,0.516898744
0.778178978,0.882144533,0.748762337
0.629659712,0.793511003,0.651963715
0.686778835,0.828721205,0.658667624
0.697375812,0.835090302,0.67045523
0.586772688,0.766010893,0.593287503
0.651331616,0.807051185,0.657523966
0.803885291,0.896596504,0.783911117
0.907805103,0.952788068,0.919054614
0.709251235,0.84217055,0.679608069
0.625767559,0.791054713,0.699924114
0.723515019,0.85059686,0.721529089
0.611674858,0.78209645,0.586906226
0.753920432,0.868285916,0.739261521
0.68607452,0.828296155,0.68392104
0.620409174,0.78766057,0.63075082
0.696426189,0.834521533,0.714305328
0.831077079,0.91163429,0.816215717
0.662398457,0.81387865,0.707099248
0.644425415,0.802761119,0.599005335
0.76833648,0.876548048,0.757587014
0.82793046,0.909906841,0.80630154
0.731858564,0.855487325,0.752920926
0.591924669,0.769366408,0.567460816
0.629321174,0.793297658,0.654889321
0.728342088,0.853429603,0.678057312
0.715371997,0.845796664,0.752957606
0.735776636,0.857774233,0.758908327
0.546947814,0.739559203,0.574938287
0.552514341,0.743313084,0.57761954
0.848688243,0.921242771,0.848768973
0.493023761,0.702156508,0.512670982
0.738335168,0.859264318,0.749996868
0.749936133,0.865988529,0.75698622
0.671018003,0.819156886,0.689060793
0.677742551,0.823251208,0.65059405
0.701272647,0.837420233,0.688360661
0.831640411,0.911943206,0.799710455
0.761096772,0.872408604,0.73553571
0.784267526,0.885588802,0.790243775
0.675770737,0.822052758,0.694372513
0.624448609,0.790220608,0.616931921
0.798907304,0.893816147,0.771079013
0.603737002,0.777005149,0.650083587
0.807383933,0.898545454,0.805489648
0.823571093,0.907508178,0.799263265
0.737342644,0.858686581,0.700118569
0.842849875,0.918068557,0.848173722
0.836916422,0.914831363,0.831586455
0.782461218,0.884568379,0.78182605
0.843133297,0.918222901,0.822034639
0.790082526,0.888865865,0.779553851
0.765285878,0.874806195,0.782761543
0.649434221,0.805874817,0.651210525
0.609407937,0.780645846,0.658897368
0.677760508,0.823262114,0.663437092
0.700620498,0.837030763,0.694996948
0.812827282,0.901569344,0.810076467
0.513818451,0.716811307,0.526664506
0.765213646,0.874764909,0.789809
0.791846963,0.889857833,0.811470959
0.492861461,0.702040925,0.536416576
0.781357378,0.883944217,0.781384173
0.54523265,0.738398707,0.602313157
0.75983428,0.871684737,0.738463876
0.657202408,0.810680213,0.618236413
0.605006137,0.777821404,0.601828646
0.547280931,0.739784381,0.55515459
0.641534682,0.800958602,0.65403506
0.701965603,0.837833876,0.698515834
0.825302572,0.908461651,0.793011819
0.58977684,0.767969296,0.584162151
0.62190871,0.788611888,0.637975414
0.546985256,0.739584516,0.569689148
0.756511542,0.86977672,0.75783937
0.811138188,0.900632104,0.798339674
0.697015664,0.83487464,0.699710177
0.764320738,0.87425439,0.741465565
0.716434353,0.846424452,0.694975774
0.777028107,0.881491978,0.785591245
0.661321372,0.813216682,0.688034418
0.597257931,0.772824644,0.609907449
0.744437686,0.862808024,0.716899095
0.788185259,0.887797983,0.79022953
0.640679963,0.800424864,0.62008864
0.691731113,0.831703741,0.695140934
0.729090173,0.853867773,0.740835865
0.604344365,0.777395887,0.667381685
0.846017291,0.919791982,0.847101661
0.605920955,0.778409246,0.62965656
0.541054836,0.735564298,0.548452658
0.72057796,0.848868635,0.756597848
0.803603336,0.896439254,0.79161777
0.528487048,0.726971147,0.517419983
0.481583881,0.693962449,0.45796464
0.721210256,0.849240988,0.74602187
0.758103382,0.870691324,0.725150136
0.877636168,0.936822378,0.85610211
0.540255912,0.735021028,0.570005819
0.701603643,0.837617839,0.658867753
0.683797963,0.826920772,0.688779308
0.508118547,0.712824345,0.510447224
0.799688729,0.894253168,0.802480631
0.641331401,0.800831693,0.669880817
0.510342559,0.714382642,0.443520556
0.824423932,0.907977936,0.778034612
0.737727471,0.858910631,0.750701979
0.866859912,0.93105312,0.86140289
0.686772216,0.828717211,0.724033615
0.751213616,0.866725802,0.717647573
0.717219438,0.846888091,0.72465899
0.377308094,0.614254096,0.377081358
0.734162675,0.856832933,0.701871927
0.756863761,0.869979173,0.738706766
0.613612725,0.783334363,0.673809931
0.773804468,0.879661564,0.757231908
0.675551838,0.821919606,0.689377168
0.76525163,0.87478662,0.783498194
0.817324644,0.904060089,0.80336514
0.767685409,0.876176586,0.755116245
0.645428066,0.803385378,0.647613641
0.608627443,0.780145783,0.656763188
0.723976586,0.850868136,0.744283412
0.660796989,0.812894205,0.669174903
0.664563749,0.815207795,0.692765965
0.563679352,0.750785823,0.584196281
0.520505364,0.721460577,0.559932853
0.551409201,0.742569324,0.579093924
0.683053266,0.826470366,0.668301499
0.77016534,0.877590645,0.728622188
0.747820947,0.864766412,0.766034259
0.684740464,0.827490462,0.679870316
0.716637238,0.846544292,0.683159062
0.79348135,0.890775701,0.787862059
0.749761376,0.865887623,0.776654429
0.841680747,0.917431603,0.842189177
0.787663669,0.887504179,0.798762698
0.813840234,0.90213094,0.806786346
0.715151658,0.845666399,0.700293815
0.684880099,0.82757483,0.719182416
0.712366638,0.844018151,0.709944915
0.732878551,0.856083262,0.6838473
0.720838656,0.849022176,0.668393109
0.726138597,0.852137663,0.724321527
0.640613515,0.800383355,0.627721937
0.710181551,0.842722701,0.67261748
0.401736536,0.633826897,0.389452886
0.660437176,0.812672859,0.665502185
0.561773023,0.749515192,0.584490174
0.772804858,0.879093202,0.745182535
0.849878927,0.921888782,0.818863417
0.774671713,0.880154369,0.735236994
0.705750376,0.840089505,0.743247012
0.746512737,0.864009686,0.710484669
0.88346719,0.939929354,0.901659825
0.754125627,0.868404069,0.747478178
0.57675021,0.759440722,0.580272911
0.79941036,0.894097511,0.823844021
0.722356338,0.849915489,0.698635527
0.412035473,0.641899893,0.440887457
0.68002733,0.824637696,0.723953754
0.62489276,0.790501587,0.558126176
0.719831438,0.848428805,0.727871331
0.858952594,0.926796954,0.846388711
0.781662909,0.884117022,0.811836061
0.664234056,0.815005556,0.677403305
0.717778021,0.847217812,0.735577075
0.750798773,0.866486453,0.729898165
0.702753478,0.83830393,0.6876413
0.712427784,0.844054373,0.709813852
0.590021756,0.768128737,0.575171706
0.694385912,0.833298213,0.72586619
0.736788572,0.858363893,0.711264704
0.69265759,0.83226053,0.663358904
0.695787596,0.834138835,0.66349398
0.87998047,0.938072743,0.86263942
0.81139041,0.900772119,0.796405508
0.853958626,0.924098818,0.846065167
0.813745425,0.902078392,0.751774765
0.576882778,0.759527997,0.602226771
0.770730538,0.877912603,0.762646069
0.618355405,0.786355775,0.614338396
0.825122969,0.908362796,0.824654935
0.805183455,0.897320152,0.799709049
0.494551807,0.703243775,0.524692535
0.868019121,0.931675438,0.837613718
0.661837417,0.813533906,0.672854928
0.796593225,0.892520714,0.793496014
0.613246292,0.783100436,0.593682563
0.770584783,0.877829587,0.78362057
0.852596724,0.923361643,0.849681808
0.75081847,0.866497819,0.737202698
0.830142367,0.911121488,0.838374788
0.516456015,0.718648742,0.51781617
0.701370153,0.837478449,0.688839355
0.838003076,0.915425079,0.835926237
0.417475672,0.646123574,0.393756771
0.686821431,0.828746904,0.718207928
0.758844388,0.871116747,0.796975993
0.718973318,0.847922943,0.714339143
0.726929353,0.852601521,0.719997046
0.737686076,0.858886533,0.73353145
0.765283853,0.874805037,0.785267337
0.646610727,0.80412109,0.622919055
0.59104768,0.768796254,0.545483891
0.736228434,0.858037548,0.72590566
0.637218935,0.798259942,0.649804593
0.674152383,0.821067831,0.695361986
0.816788474,0.903763506,0.820133007
0.685132382,0.827727239,0.689453675
0.749861012,0.865945155,0.74905382
0.617521252,0.785825204,0.594206634
0.759734653,0.871627589,0.730365218
0.763057574,0.873531668,0.783064377
0.674324173,0.821172438,0.697122889
0.789376231,0.888468475,0.760159453
0.743352633,0.862179003,0.735928915
0.804037192,0.89668121,0.79560891
0.727099662,0.852701391,0.734985153
0.71280037,0.844275056,0.686620892
0.634966193,0.79684766,0.64877588
0.746398894,0.863943803,0.763040411
0.743374359,0.862191602,0.752848253
0.797459464,0.893005859,0.76861253
0.67067339,0.818946512,0.65596081
0.573087282,0.757025285,0.547960924
0.820598088,0.905868693,0.809804889
0.753606611,0.868105184,0.752425668
0.767853322,0.876272402,0.788462682
0.532675622,0.7298463,0.557391085
0.822316166,0.906816501,0.806876086
0.616304343,0.785050535,0.63021288
0.736124367,0.857976904,0.702787847
0.632551509,0.795331069,0.650404995
0.670392928,0.818775261,0.659209248
0.625990632,0.791195698,0.609953647
0.589778133,0.767970138,0.617833871
0.763849758,0.873984987,0.730193778
0.570542292,0.7553425,0.567466085
0.719302859,0.848117244,0.721953173
0.695441669,0.833931453,0.679850447
0.800963309,0.894965535,0.779259098
0.614529604,0.783919386,0.583341925
0.776541838,0.881216113,0.766724125
0.729195363,0.853929367,0.725157762
0.851264035,0.92263971,0.844643097
0.502043085,0.708549987,0.489596668
0.673121171,0.820439621,0.712193813
0.724692063,0.851288472,0.713466041
0.808707426,0.899281617,0.826364085
0.741582894,0.861152074,0.744073892
0.796612671,0.892531608,0.772806477
0.70788888,0.841361326,0.747540862
0.779654751,0.882980606,0.780925691
0.789738798,0.888672492,0.788380927
0.768246651,0.876496806,0.787082743
0.791563224,0.889698389,0.761223715
0.484093566,0.695768328,0.519518795
0.589386576,0.767715166,0.545245559
0.78598281,0.886556716,0.80984065
0.535593854,0.73184278,0.545819586
0.383174834,0.619011175,0.337992553
0.731981578,0.85555922,0.718675469
0.620861258,0.787947497,0.612886371
0.720159198,0.84862194,0.719021006
0.824641712,0.908097854,0.821153632
0.790873888,0.889310906,0.812525612
0.62977614,0.793584362,0.591143332
0.68214622,0.825921437,0.62254653
0.797993777,0.893304974,0.789558405
0.789283017,0.888416016,0.783646602
0.772805171,0.87909338,0.777331742
0.737856211,0.858985571,0.764293572
0.885739699,0.94113745,0.884683298
0.678558615,0.823746693,0.679760692
0.841065321,0.917096135,0.828882637
0.713291073,0.844565612,0.686999176
0.47921906,0.692256498,0.489408837
0.66644387,0.816360135,0.719937831
0.68065959,0.825020963,0.696100357
0.858005627,0.926285931,0.851052932
0.722022384,0.849719003,0.723772877
0.487055709,0.697893766,0.488263438
0.814290086,0.902380234,0.828999109
0.718641847,0.84772746,0.71268863
0.553014585,0.743649504,0.599909996
0.75895476,0.871180096,0.791606198
0.558569574,0.747375122,0.549645704
0.643462092,0.802160889,0.641588756
0.598443875,0.773591543,0.615453575
0.797452675,0.893002057,0.786969925
0.728046278,0.853256279,0.733620583
0.770240192,0.87763329,0.768379637
0.662673923,0.814047863,0.64616032
0.561496499,0.749330701,0.568107162
0.754403316,0.868563939,0.726376421
0.775525538,0.880639278,0.790717038
0.845947967,0.919754297,0.866249588
0.361075364,0.600895468,0.364923322
0.636330793,0.797703449,0.66419519
0.76814525,0.87643896,0.734084096
0.86027177,0.927508366,0.837797065
0.715849856,0.846079107,0.712119703
0.794313378,0.891242603,0.822777693
0.740331864,0.860425397,0.77217567
0.555369579,0.745231225,0.587363841
0.590910302,0.768706902,0.628521071
0.635428311,0.797137573,0.662128395
0.628126246,0.79254416,0.673920442
0.685598141,0.828008539,0.684179321
0.788022989,0.887706589,0.765501045
0.784832726,0.885907854,0.791364792
0.468251486,0.684289037,0.470916903
0.636960128,0.798097819,0.629360746
0.669792201,0.818408334,0.633821296
0.745462087,0.863401463,0.758396503
0.700555862,0.836992151,0.720716413
0.60598168,0.778448252,0.600994245
0.543849595,0.737461589,0.603563702
0.798984645,0.89385941,0.7909337
0.64422262,0.802634799,0.687582413
0.644750251,0.802963418,0.657619694
0.721027119,0.849133157,0.709411728
0.425564326,0.652352915,0.43549405
0.726820928,0.852537933,0.720115436
0.547466604,0.739909862,0.549234818
0.740724263,0.860653393,0.770617097
0.549505737,0.741286542,0.54200577
0.452025844,0.672328673,0.464339437
0.675417231,0.821837716,0.646002706
0.588155546,0.766912998,0.568371524
0.676219829,0.822325865,0.650352735
0.755138687,0.868987161,0.775964106
0.566350791,0.752562815,0.570725455
0.617691037,0.785933227,0.617898848
0.749499497,0.86573639,0.719234008
0.701063899,0.837295587,0.717346697
0.774785533,0.880219026,0.806675709
0.753515807,0.868052883,0.775352234
0.545093339,0.738304368,0.595916956
0.644146932,0.802587647,0.700774341
0.753670573,0.868142023,0.754211049
0.811074049,0.900596496,0.813711813
0.704574949,0.839389629,0.679727898
0.806001724,0.897775988,0.813364689
0.595480958,0.771674127,0.624062706
0.575116436,0.758364316,0.585317556
0.662333983,0.81383904,0.638980675
0.382428082,0.618407698,0.401179105
0.723359614,0.850505505,0.765175728
0.637092244,0.798180584,0.615918607
0.765589866,0.874979923,0.77826945
0.855419645,0.924888991,0.852931222
0.692376003,0.832091343,0.662713636
0.757638742,0.870424461,0.75461099
0.83663977,0.914680147,0.819209797
0.834418356,0.913465027,0.811236118
0.680894211,0.825163142,0.686933211
0.68247391,0.826119791,0.720317213
0.822140488,0.906719631,0.804586864
0.681536225,0.825552073,0.704325081
0.619240929,0.786918629,0.591087868
0.66542419,0.815735368,0.676471113
0.775871096,0.880835454,0.785675008
0.727309241,0.852824273,0.721425485
0.531298379,0.728902174,0.515560822
0.788895052,0.888197642,0.796156229
0.590892834,0.768695541,0.5522633
0.743032282,0.861993203,0.742104774
0.797930777,0.893269711,0.772645629
0.759748105,0.871635305,0.775695259
0.771176778,0.878166714,0.742797171
0.69485412,0.833579103,0.688921379
0.538522227,0.733840737,0.526058824
0.484168575,0.695822229,0.530883295
0.678970504,0.823996665,0.664934025
0.759710882,0.871613952,0.774092439
0.781316145,0.883920893,0.78612875
0.809393071,0.899662754,0.820964321
0.802369333,0.895750709,0.824094854
0.729256121,0.853964941,0.763447913
0.678867584,0.823934211,0.690905818
0.590555531,0.76847611,0.60639356
0.472970749,0.687728689,0.493986509
0.716418172,0.846414893,0.704414476
0.581006006,0.7622375,0.614614788
0.820672045,0.905909513,0.826430868
0.690751602,0.831114674,0.74406599
0.711413564,0.843453356,0.696948419
0.816802044,0.903771013,0.79003987
0.550801486,0.742160014,0.56084526
0.778833547,0.882515466,0.778734967
0.792905078,0.890452176,0.790356195
0.734895425,0.857260418,0.710863232
0.659641621,0.812183243,0.655347354
0.615190188,0.784340607,0.594745659
0.795100695,0.89168419,0.804038297
0.681280012,0.825396881,0.657693961
0.753375096,0.867971829,0.755761405
0.642847468,0.801777692,0.691949352
0.860309998,0.927528974,0.860039485
0.705929974,0.84019639,0.692958858
0.698322166,0.835656727,0.707722044
0.908266383,0.953030106,0.919091422
0.575949962,0.758913672,0.604137361
0.787685113,0.887516261,0.819642262
0.725116157,0.851537525,0.703531505
0.746939747,0.86425676,0.720012682
0.735228959,0.857454931,0.675677908
0.782826963,0.884775092,0.77958065
0.63081572,0.794239082,0.663233852
0.764379004,0.874287712,0.756670826
0.620923974,0.787987293,0.627540295
0.692903171,0.832408056,0.712528095
0.627444212,0.792113762,0.636979851
0.767146541,0.875869021,0.787109274
0.786779002,0.887005638,0.818991604
0.811072211,0.900595476,0.824111003
0.674409145,0.821224174,0.695048829
0.626355291,0.791426112,0.626297671
0.803119202,0.896169182,0.79474846
0.693172071,0.832569559,0.652561795
0.546538252,0.739282254,0.584219261
0.78095753,0.883718015,0.768274124
0.725801839,0.851940044,0.715454914
0.774242897,0.879910732,0.780356228
0.677638812,0.8231882,0.686888431
0.752102562,0.867238469,0.705529806
0.722406649,0.849945086,0.728251861
0.642605583,0.801626835,0.658113508
0.724079636,0.850928691,0.695191643
0.701119649,0.837328878,0.698358532
0.619358484,0.786993319,0.594542096
0.562187875,0.749791888,0.583215226
0.405637522,0.63689679,0.415024338
0.699910375,0.836606464,0.729350481
0.756166145,0.869578142,0.775014194
0.791917632,0.88989754,0.814531274
0.703990495,0.839041414,0.699558101
0.768570415,0.876681479,0.768973325
0.623028745,0.789321699,0.60640792
0.694235527,0.833207973,0.683754116
0.79395257,0.891040162,0.775397345
0.557608204,0.746731681,0.57030612
0.746447721,0.86397206,0.70175556
0.72707977,0.852689726,0.743311628
0.747448178,0.864550853,0.695917915
0.56042601,0.748616063,0.584404359
0.514163015,0.717051613,0.529063619
0.8342147,0.913353546,0.832111283
0.824243865,0.907878772,0.806602151
0.655189779,0.80943794,0.644217415
0.590466545,0.76841821,0.586482924
0.664295832,0.815043454,0.68317966
0.54622659,0.739071438,0.548713493
0.735703642,0.857731684,0.736875921
0.62078519,0.787899226,0.611761619
0.426735456,0.653249919,0.433147788
0.573438989,0.757257545,0.598849042
0.664174984,0.814969315,0.675612612
0.774414436,0.880008202,0.789220632
0.681524418,0.825544922,0.694709222
0.858260772,0.926423646,0.866408809
0.747501408,0.864581638,0.759737921
0.646303979,0.803930332,0.646208048
0.516918281,0.718970292,0.523139498
0.675347902,0.821795535,0.718867722
0.651913727,0.807411746,0.685390925
0.659964343,0.812381895,0.696350284
0.802245329,0.895681488,0.784028819
0.55081069,0.742166214,0.582344036
0.641875145,0.801171109,0.620825531
0.609367418,0.780619893,0.551817804
0.814756053,0.902638385,0.792059463
0.634601502,0.796618793,0.660782542
0.749086618,0.865497902,0.767312961
0.671321823,0.819342311,0.685127159
0.744063446,0.862591123,0.739374863
0.601129676,0.775325529,0.612833493
0.821828848,0.906547764,0.829300028
0.606108772,0.778529878,0.617113765
0.693664124,0.832865009,0.681264811
0.565049831,0.751697966,0.565485851
0.703196388,0.838568058,0.716106058
0.732666356,0.855959319,0.727511711
0.602536627,0.776232328,0.569556243
0.625589514,0.790942169,0.645734624
0.785668193,0.88637926,0.787846325
0.749980522,0.866014158,0.758696275
0.817622963,0.904225062,0.800914416
0.745316004,0.863316862,0.708936712
0.613092368,0.78300215,0.580232575
0.840189976,0.916618773,0.847754681
0.717249068,0.846905584,0.742975336
0.711474635,0.843489558,0.720244304
0.66443616,0.815129536,0.706045739
0.784499324,0.885719664,0.758853661
0.762035083,0.872946209,0.734042816
0.609611346,0.780776118,0.635239972
0.669120661,0.817997959,0.703357687
0.670330412,0.818737083,0.712951686
0.776942613,0.881443483,0.819156982
0.739163552,0.859746214,0.736324327
0.605801672,0.778332623,0.596976085
0.447183953,0.668718142,0.453980324
0.651134332,0.806928951,0.637330583
0.799345943,0.894061487,0.788791149
0.747711974,0.864703402,0.727846834
0.65624917,0.810092075,0.690067061
0.551918541,0.742912203,0.582457344
0.858570232,0.92659065,0.836322586
0.853728319,0.923974198,0.831526965
0.775907477,0.880856105,0.778749141
0.588486628,0.767128821,0.609086882
0.724476562,0.851161889,0.749679669
0.682342296,0.82604013,0.716298099
0.766427674,0.875458551,0.767290639
0.817655292,0.904242938,0.763301983
0.660773085,0.812879502,0.689918397
0.65242943,0.807731038,0.649259957
0.474379889,0.688752415,0.448029903
0.814856614,0.902694087,0.809415766
0.739386579,0.859875909,0.765923672
0.577571764,0.759981423,0.619250106
0.807542305,0.898633577,0.804209997
0.725996792,0.852054454,0.748295154
0.564296555,0.751196749,0.577249543
0.74130068,0.8609882,0.7292966
0.708416385,0.84167475,0.705664243
0.585804011,0.765378345,0.556153899
0.865330752,0.930231558,0.867724628
0.526212881,0.725405322,0.525132147
0.766132367,0.875289876,0.761841052
0.742928619,0.861933071,0.763219124
0.572075945,0.756357022,0.596382489
0.741424946,0.861060361,0.700007157
0.710532119,0.842930673,0.70849741
0.367275377,0.606032488,0.402722528
0.721608158,0.849475225,0.734723085
0.772204369,0.878751597,0.760965193
0.819254212,0.905126628,0.824023294
0.684563297,0.827383404,0.654016942
0.781108218,0.883803269,0.78408783
0.715085049,0.845627016,0.756679915
0.805284147,0.897376257,0.787965993
0.743463612,0.86224336,0.741759901
0.703619103,0.838820066,0.690417691
0.814325865,0.902400058,0.827627112
0.756152357,0.869570214,0.761904462
0.768005152,0.876359031,0.772542633
0.762650651,0.873298718,0.754588784
0.56436676,0.751243476,0.515897987
0.800032161,0.894445169,0.786440941
0.782630831,0.884664248,0.788755242
0.603003649,0.776533096,0.610223247
0.656406931,0.810189441,0.676556771
0.725684345,0.851871085,0.702355894
0.683434757,0.826701129,0.716941605
0.52343694,0.72348942,0.501317787
0.637225611,0.798264123,0.645489289
0.564945741,0.751628725,0.595564887
0.566978286,0.752979606,0.513691424
0.757126407,0.870130109,0.763800965
0.772495615,0.878917297,0.698362132
0.516800294,0.718888234,0.548172915
0.660100667,0.812465794,0.648972702
0.725467454,0.851743773,0.720840017
0.897391781,0.947307649,0.904180809
0.781785292,0.884186232,0.790733685
0.710704409,0.843032863,0.67300397
0.744510761,0.86285037,0.739031178
0.733437742,0.856409798,0.712300333
0.803937556,0.89662565,0.788459078
0.836946227,0.914847653,0.839782485
0.861383291,0.928107371,0.866339977
0.575360505,0.758525217,0.553443278
0.710440945,0.84287659,0.65553125
0.763531063,0.873802645,0.766761148
0.86072837,0.927754477,0.870166916
0.794252668,0.891208543,0.779298667
0.630831553,0.79424905,0.601928135
0.679409417,0.824262954,0.689983796
0.597374639,0.772900148,0.612263802
0.571929446,0.756260171,0.560061384
0.625068991,0.790613047,0.671210758
0.836128479,0.914400612,0.841932642
0.588058976,0.766850035,0.640983617
0.86698491,0.931120245,0.880804726
0.764950597,0.874614542,0.750964392
0.731764409,0.855432294,0.732257117
0.483520869,0.695356649,0.511107807
0.627882799,0.79239056,0.63582177
0.593758169,0.770557051,0.633929391
0.665825732,0.815981453,0.668386512
0.697656356,0.835258257,0.693865332
0.807166012,0.898424183,0.788082951
0.642430941,0.801517898,0.622659846
0.78247796,0.884577843,0.813504525
0.732015522,0.855579057,0.714050862
0.749656774,0.865827219,0.723284934
0.79092056,0.889337146,0.775170646
0.899046064,0.948180396,0.900673618
0.578197626,0.760393074,0.559795782
0.621613778,0.788424871,0.617913251
0.654852262,0.809229425,0.687407489
0.777266399,0.881627132,0.806291102
0.854655118,0.924475591,0.861135488
0.804495783,0.896936889,0.813680369
0.78211203,0.88437098,0.780305868
0.627144588,0.79192461,0.621983892
0.625823603,0.791090136,0.637454245
0.587848303,0.76671266,0.626846026
0.670014142,0.818543915,0.709851549
0.625327909,0.790776776,0.641649742
0.6242029,0.790065124,0.648417117
0.749467827,0.865718099,0.745116721
0.845501776,0.919511705,0.833799259
0.739804548,0.860118915,0.74581457
0.522887094,0.723109324,0.509132533
0.570994561,0.755641821,0.547121098
0.644428689,0.802763159,0.624676777
0.780137044,0.883253669,0.765357844
0.795993122,0.892184466,0.824145434
0.71205097,0.843831126,0.673997032
0.634693849,0.796676753,0.640745064
0.41331576,0.642896384,0.454959122
0.874254132,0.935015578,0.870277069
0.681686432,0.825643042,0.689006582
0.705651892,0.840030887,0.711206045
0.673007674,0.820370449,0.651226624
0.785039568,0.886024587,0.806175151
0.775585377,0.880673252,0.778506358
0.6921551,0.831958593,0.706809515
0.53350916,0.730417114,0.552844172
0.774968657,0.880323041,0.756131342
0.53808825,0.733544988,0.564602971
0.739632343,0.860018804,0.715995136
0.811805213,0.901002338,0.820385412
0.569094233,0.754383347,0.578817085
0.570910404,0.755586132,0.614979865
0.625325396,0.790775187,0.616187509
0.82441388,0.9079724,0.799045132
0.769982871,0.877486679,0.799378997
0.758657795,0.871009641,0.775499296
0.75348179,0.868033288,0.774242777
0.756236025,0.869618321,0.748425994
0.674886562,0.821514797,0.666283864
0.667686349,0.817120768,0.690565586
0.658426717,0.811434974,0.663765431
0.582496025,0.763214272,0.574566509
0.799009767,0.893873463,0.79530725
0.764556265,0.874389081,0.760595293
0.591002768,0.768767044,0.62664468
0.626490753,0.791511689,0.615488255
0.696447158,0.834534096,0.672463412
0.788018474,0.887704046,0.788603442
0.800849415,0.894901902,0.783077865
0.827568925,0.909708154,0.851453497
0.771969968,0.878618215,0.722108209
0.725191344,0.851581672,0.756068953
0.536656488,0.732568419,0.524218298
0.547542466,0.739961125,0.530225592
0.789677442,0.88863797,0.770374449
0.719672076,0.848334884,0.738062922
0.802904079,0.89604915,0.791152531
0.742930707,0.861934282,0.752064724
0.534884508,0.731357989,0.511153212
0.664230947,0.815003648,0.647576112
0.671948289,0.81972452,0.656341124
0.606147247,0.778554589,0.584274981
0.723902841,0.8508248,0.732211286
0.757155138,0.870146619,0.741056022
0.708828667,0.841919632,0.723890117
0.708538914,0.841747536,0.673335634
0.598142297,0.773396598,0.59424728
0.698372861,0.835687059,0.687594291
0.76101164,0.872359811,0.775323983
0.76023047,0.871911962,0.742496086
0.694317353,0.833257075,0.719227613
0.466439067,0.682963445,0.452138316
0.780294372,0.883342726,0.784643916
0.627344433,0.792050777,0.602493446
0.798679011,0.89368843,0.761208425
0.660835137,0.812917669,0.679907992
0.812975801,0.901651707,0.805068241
0.853935471,0.92408629,0.837480676
0.800101467,0.894483911,0.790276408
0.633093621,0.795671805,0.637936856
0.519030673,0.720437834,0.533753351
0.696892013,0.834800583,0.733918807
0.803908692,0.896609554,0.783126152
0.775975782,0.880894876,0.779275148
0.805294846,0.897382218,0.843922261
0.522025529,0.722513341,0.572738534
0.925539762,0.962049771,0.915013316
0.587164497,0.766266596,0.603610278
0.473929791,0.688425589,0.467810831
0.743142717,0.862057259,0.751989261
0.471705933,0.686808513,0.441753503
0.692388579,0.8320989,0.678203575
0.802492788,0.895819618,0.743780786
0.829817256,0.910943058,0.823346963
0.765518684,0.874939246,0.737654801
0.689038513,0.830083438,0.680707151
0.779470605,0.882876325,0.79638037
0.69857457,0.835807735,0.709284852
0.728612008,0.853587727,0.757324048
0.775475151,0.880610669,0.738421002
0.806067049,0.897812369,0.799856758
0.788071933,0.887734157,0.820462994
0.685594195,0.828006157,0.639907718
0.632411949,0.795243327,0.643651519
0.706784718,0.840704894,0.723668716
0.567277555,0.753178302,0.571982047
0.645903776,0.80368139,0.646760159
0.802990761,0.896097518,0.797646095
0.85616167,0.925290047,0.852237609
0.793539996,0.890808619,0.794647641
0.78893676,0.888221121,0.813829586
0.413303667,0.642886979,0.404840208
0.77595002,0.880880253,0.781623945
0.857268818,0.925888124,0.877586189
0.622891157,0.789234539,0.633613035
0.707272732,0.840995084,0.683604239
0.704190201,0.839160414,0.728047682
0.771874094,0.878563654,0.775146621
0.554856104,0.744886639,0.57424068
0.644477532,0.80279358,0.66718841
0.766834494,0.875690867,0.77058755
0.811496211,0.900830845,0.790511837
